gene_id,01B_13_1.fq.gz,01B_33_1.fq.gz,043_14_1.fq.gz,043_33_1.fq.gz,043_3_1.fq.gz,250_14_1.fq.gz,250_34_1.fq.gz,250_4_1.fq.gz
ENSG00000263146.3|LINC01896,199,295,125,236,360,220,246,122
ENSG00000252097.1|RNU6-346P,0,0,0,0,0,0,0,0
ENSG00000244229.1|RPL26P35,0,0,0,0,0,0,0,0
ENSG00000275355.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000130856.17|ZNF236,1794,2260,4059,2827,1471,2578,2802,1507
ENSG00000265261.1|ENSG00000265261,0,0,0,0,0,0,0,0
ENSG00000264278.1|ZNF236-DT,453,402,170,148,268,152,124,184
ENSG00000278107.1|ENSG00000278107,208,233,84,64,90,36,40,39
ENSG00000267409.1|ENSG00000267409,0,0,0,0,0,0,0,0
ENSG00000131196.18|NFATC1,225,344,753,282,2752,606,623,1441
ENSG00000286186.1|ENSG00000286186,0,0,3,0,3,0,0,0
ENSG00000275186.1|ENSG00000275186,0,0,0,0,0,0,0,0
ENSG00000279981.1|ENSG00000279981,0,0,0,0,0,7,0,0
ENSG00000279637.1|ENSG00000279637,5,0,20,8,0,8,5,5
ENSG00000279397.1|ENSG00000279397,4,0,0,0,1,0,0,0
ENSG00000279416.1|ENSG00000279416,0,2,0,0,0,5,0,0
ENSG00000166377.21|ATP9B,3462,3261,4182,3677,6064,3525,2989,5458
ENSG00000279474.1|ENSG00000279474,0,0,3,0,0,0,0,0
ENSG00000286245.1|ENSG00000286245,0,0,0,0,0,0,0,0
ENSG00000267628.1|ENSG00000267628,0,0,0,0,0,0,0,0
ENSG00000267015.1|ENSG00000267015,0,0,0,0,0,0,0,0
ENSG00000279077.1|ENSG00000279077,0,3,8,3,0,0,5,0
ENSG00000267655.1|ENSG00000267655,108,170,103,109,144,78,111,105
ENSG00000060069.18|CTDP1,4420,5060,5120,5179,7257,4770,4855,6890
ENSG00000266901.1|ENSG00000266901,0,0,0,0,0,0,0,0
ENSG00000178412.4|ENSG00000178412,15,6,14,5,7,11,0,8
ENSG00000274828.1|ENSG00000274828,1761,1747,2179,2076,3003,2096,1762,2248
ENSG00000266909.1|SLC25A6P4,0,4,6,6,3,0,7,0
ENSG00000267127.7|ENSG00000267127,212,330,501,682,31,551,943,198
ENSG00000101546.13|RBFA,3647,3703,4064,3477,3352,3267,3322,3184
ENSG00000261126.7|RBFADN,66,69,136,109,33,101,154,40
ENSG00000178342.5|KCNG2,141,71,75,73,11,144,75,51
ENSG00000122490.19|SLC66A2,11255,10332,9793,10540,14429,10907,10784,13528
ENSG00000226742.4|HSBP1L1,87,51,108,69,65,123,51,62
ENSG00000141759.15|TXNL4A,13493,10610,12381,10984,16035,11627,9144,11443
ENSG00000267780.2|ENSG00000267780,3,0,0,0,0,0,0,0
ENSG00000278075.1|ENSG00000278075,17,29,28,11,15,18,23,16
ENSG00000287879.1|ENSG00000287879,6,3,4,0,0,0,0,3
ENSG00000282458.1|WASH5P,102,184,949,245,137,233,296,199
ENSG00000282542.1|ENSG00000282542,0,0,2,0,0,0,0,0
ENSG00000282798.1|ENSG00000282798,1,0,2,1,0,0,1,1
ENSG00000282807.3|ENSG00000282807,2,2,15,16,10,33,36,15
ENSG00000283801.1|MIR1302-11,1,1,1,1,1,1,1,1
ENSG00000266971.1|OR4F8P,1,1,0,0,0,1,1,0
ENSG00000282393.1|ENSG00000282393,314,373,545,529,381,430,415,390
ENSG00000141934.10|PLPP2,17,38,25,17,48,21,24,14
ENSG00000282051.1|ENSG00000282051,12,23,75,43,32,6,6,4
ENSG00000282508.2|LINC01002,259,234,1133,550,202,120,222,71
ENSG00000222329.1|RNU6-1076P,0,0,1,1,0,0,0,0
ENSG00000281379.2|SEPTIN14P19,12,18,17,4,6,5,9,5
ENSG00000282059.1|CICP19,1,0,3,0,0,0,0,0
ENSG00000282416.1|ENSG00000282416,91,124,480,270,143,46,76,29
ENSG00000282339.1|ENSG00000282339,24,21,27,16,37,13,23,7
ENSG00000267270.7|PARD6G-AS1,699,682,531,371,647,742,651,669
ENSG00000101544.9|ADNP2,12833,13010,17765,14077,13660,15825,15639,15655
ENSG00000178184.16|PARD6G,2908,2924,3818,3784,4988,3380,3632,3854
ENSG00000278000.1|ENSG00000278000,29,24,20,4,16,12,7,25
ENSG00000267251.2|ENSG00000267251,91,110,55,40,100,89,104,108
ENSG00000105428.6|ZNRF4,35,52,31,49,11,19,28,7
ENSG00000223573.7|TINCR,212,535,464,919,159,316,605,177
ENSG00000130254.12|SAFB2,9016,11374,11836,11405,13881,9770,10263,12872
ENSG00000160633.13|SAFB,25900,30443,29802,33240,35835,30217,31498,33596
ENSG00000196365.12|LONP1,15298,18166,16372,17296,18967,17533,14929,19563
ENSG00000174898.16|CATSPERD,18,0,10,10,6,0,0,0
ENSG00000141994.16|DUS3L,2916,2526,3429,3131,5853,2470,1816,5657
ENSG00000156413.15|FUT6,93,224,52,156,2,85,386,16
ENSG00000171124.14|FUT3,174,499,262,559,26,388,954,20
ENSG00000267709.1|ENSG00000267709,0,16,0,0,0,0,22,0
ENSG00000130383.7|FUT5,14,51,61,110,41,74,104,36
ENSG00000266941.1|ENSG00000266941,0,0,0,0,0,0,0,0
ENSG00000105519.18|CAPS,305,294,657,283,520,363,496,223
ENSG00000031823.14|RANBP3,14416,14300,13330,14805,18928,15163,14367,18362
ENSG00000087903.13|RFX2,2408,1966,3878,2050,7419,3611,2099,6928
ENSG00000267262.2|ENSG00000267262,0,0,0,0,0,0,0,0
ENSG00000267589.1|ENSG00000267589,0,0,0,0,0,0,0,0
ENSG00000267299.1|ENSG00000267299,0,0,0,0,0,0,0,0
ENSG00000130377.14|ACSBG2,0,0,0,0,0,0,0,0
ENSG00000284490.1|ENSG00000284490,0,0,0,0,0,0,0,0
ENSG00000267563.1|ENSG00000267563,0,0,0,0,0,0,0,0
ENSG00000280394.1|ENSG00000280394,0,0,0,0,0,0,0,0
ENSG00000167769.5|ACER1,0,13,6,5,7,8,5,5
ENSG00000269802.1|ENSG00000269802,0,0,0,0,0,0,0,3
ENSG00000274390.1|MIR6885,0,0,2,0,2,1,1,2
ENSG00000214347.8|ENSG00000214347,0,0,0,0,0,0,0,0
ENSG00000088247.19|KHSRP,70762,60518,72428,76613,81942,81923,72220,99119
ENSG00000181240.14|SLC25A41,42,43,204,155,179,193,169,119
ENSG00000125648.15|SLC25A23,30496,25197,34122,35529,39144,39508,38260,37806
ENSG00000130545.16|CRB3,19,7,30,37,14,22,15,26
ENSG00000205744.10|DENND1C,384,415,432,465,190,438,417,121
ENSG00000268742.1|ENSG00000268742,0,0,0,0,0,0,0,0
ENSG00000269546.1|CLIC4P2,0,0,0,0,0,0,0,0
ENSG00000199223.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000125726.11|CD70,0,3,23,5,32,5,3,0
ENSG00000268785.1|RPL7P50,0,0,0,0,0,0,0,0
ENSG00000125735.11|TNFSF14,0,3,0,0,0,0,0,0
ENSG00000125730.17|C3,15,45,27,72,9,30,59,6
ENSG00000276980.1|ENSG00000276980,0,0,3,0,0,0,0,0
ENSG00000125734.16|GPR108,6398,5403,6287,5806,11001,6099,4887,9113
ENSG00000125733.18|TRIP10,2445,2194,3621,2975,6658,3684,3385,5360
ENSG00000269680.1|ENSG00000269680,0,0,0,0,1,0,0,0
ENSG00000125731.13|SH2D3A,16,33,24,46,6,23,57,0
ENSG00000141968.8|VAV1,0,11,0,0,3,0,0,0
ENSG00000174837.15|ADGRE1,0,0,0,0,0,0,0,0
ENSG00000280091.1|ENSG00000280091,0,0,0,0,0,0,0,0
ENSG00000269385.1|ENSG00000269385,0,0,0,0,0,0,0,0
ENSG00000276568.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000268758.7|ADGRE4P,0,0,0,0,0,0,0,0
ENSG00000268845.1|ENSG00000268845,0,0,0,0,0,0,0,0
ENSG00000269761.1|ENSG00000269761,0,0,0,3,0,0,6,0
ENSG00000283679.1|ENSG00000283679,0,0,0,0,0,0,0,0
ENSG00000196589.7|MBD3L2B,0,0,0,0,0,0,0,0
ENSG00000237247.6|MBD3L5,0,0,1,0,0,1,0,0
ENSG00000205718.10|MBD3L4,0,0,1,0,0,1,0,0
ENSG00000230522.5|MBD3L2,0,0,0,0,0,0,0,0
ENSG00000182315.10|MBD3L3,0,0,1,3,0,2,0,0
ENSG00000233270.1|SNRPEP4,86,62,65,52,131,63,47,134
ENSG00000130255.13|RPL36,38907,35981,43253,48175,58848,44489,41787,54330
ENSG00000174917.9|MICOS13,2842,2193,2076,2826,3988,2538,2380,2545
ENSG00000167733.14|HSD11B1L,5030,4539,4024,3829,4801,4346,4342,4153
ENSG00000212123.4|PRR22,102,98,135,93,338,88,66,370
ENSG00000267157.1|ENSG00000267157,1,1,1,1,2,4,1,4
ENSG00000171119.3|NRTN,72,68,74,60,651,125,87,809
ENSG00000289543.1|ENSG00000289543,3,4,2,9,7,6,5,11
ENSG00000267740.5|ENSG00000267740,476,733,437,1727,183,773,1866,162
ENSG00000174886.14|NDUFA11,12695,8593,9283,8175,22366,10221,6578,17222
ENSG00000267314.1|ENSG00000267314,8,14,17,12,16,20,10,0
ENSG00000187650.4|VMAC,119,165,403,190,305,176,208,236
ENSG00000267571.1|ENSG00000267571,10,29,16,14,4,0,21,0
ENSG00000266983.2|RANBP3-DT,13,10,25,2,26,8,10,19
ENSG00000267415.1|ENSG00000267415,1,2,7,2,2,2,2,1
ENSG00000130382.9|MLLT1,28127,29070,30589,26451,55318,29277,30176,42635
ENSG00000125656.11|CLPP,13639,11175,10191,13226,13241,14119,13391,13113
ENSG00000125652.8|ALKBH7,11201,8603,8163,11932,14749,10629,10740,14761
ENSG00000125650.5|PSPN,1938,1859,1851,2324,2008,1779,2290,1750
ENSG00000125651.14|GTF2F1,27225,31195,26840,34399,35505,31077,33445,35253
ENSG00000269444.1|ENSG00000269444,2,7,5,3,1,0,4,0
ENSG00000273758.1|MIR6790,1,0,0,0,0,2,0,0
ENSG00000284159.1|MIR3940,8,5,11,6,4,6,6,7
ENSG00000275234.1|ENSG00000275234,16,0,14,7,6,4,5,5
ENSG00000104833.12|TUBB4A,62197,59069,44548,59707,25371,73485,72567,29923
ENSG00000268203.1|ENSG00000268203,29,19,14,20,11,21,25,10
ENSG00000268191.1|ENSG00000268191,160,147,94,73,57,217,159,37
ENSG00000125657.5|TNFSF9,190,228,290,455,162,248,534,53
ENSG00000283950.1|MIR6791,1,1,1,1,1,1,1,1
ENSG00000130544.12|ZNF557,796,1218,1673,1424,713,581,744,251
ENSG00000105549.11|THEG,0,0,9,0,0,0,0,0
ENSG00000286667.1|ENSG00000286667,0,6,0,3,0,3,6,0
ENSG00000267443.2|ENSG00000267443,0,0,0,0,0,0,0,0
ENSG00000129946.11|SHC2,6475,6521,7238,6901,4364,6744,6578,5027
ENSG00000252539.1|RNA5SP462,0,0,0,0,0,0,0,0
ENSG00000181781.10|ODF3L2,17,4,15,5,15,20,8,0
ENSG00000197540.8|GZMM,8,10,58,34,7,11,13,11
ENSG00000172270.22|BSG,89747,85898,83201,100006,215019,102907,95639,184470
ENSG00000099821.14|POLRMT,11247,9130,11800,13768,14735,11271,9507,15272
ENSG00000070404.10|FSTL3,1096,1036,1081,1265,1783,1506,1540,1883
ENSG00000185198.12|PRSS57,0,9,0,13,0,0,0,0
ENSG00000213726.5|RPS2P52,0,0,0,0,0,0,0,0
ENSG00000099864.18|PALM,74504,69331,51611,65874,44569,76332,77285,63410
ENSG00000099812.9|MISP,256,333,412,324,35,383,430,87
ENSG00000272473.1|ENSG00000272473,0,0,0,0,1,0,0,0
ENSG00000267530.4|LINC01836,0,0,7,0,58,3,6,15
ENSG00000011304.22|PTBP1,43072,33383,53469,38194,98384,56857,43483,110337
ENSG00000196415.10|PRTN3,11,10,10,10,30,6,0,6
ENSG00000197561.7|ELANE,0,0,0,0,0,0,0,0
ENSG00000197766.8|CFD,80,62,115,97,58,75,105,54
ENSG00000175221.16|MED16,19095,16907,15476,20139,32459,20188,18043,36494
ENSG00000207507.1|RNU6-9,0,0,0,0,0,0,0,0
ENSG00000116014.10|KISS1R,150,366,162,313,125,149,152,57
ENSG00000267159.2|ENSG00000267159,0,0,0,0,0,0,0,0
ENSG00000116017.11|ARID3A,1180,1597,2364,2331,1975,1888,1915,2927
ENSG00000275162.1|ENSG00000275162,0,0,6,0,0,0,3,0
ENSG00000065268.11|WDR18,12677,10491,10332,11777,20599,12240,8864,19273
ENSG00000266990.1|ENSG00000266990,0,0,0,0,0,0,0,0
ENSG00000116032.5|GRIN3B,33,81,142,113,459,110,114,213
ENSG00000064687.13|ABCA7,2382,2151,5147,4254,3506,1344,1652,987
ENSG00000180448.11|ARHGAP45,153,210,190,172,354,128,110,260
ENSG00000099817.12|POLR2E,18808,15987,15594,17927,31985,18360,15569,26893
ENSG00000064932.16|SBNO2,3934,3369,5876,4597,3469,6390,5076,5491
ENSG00000118046.17|STK11,14117,14410,15178,16614,16657,15620,15479,15825
ENSG00000267736.2|HMGB2P1,0,0,0,0,0,0,0,0
ENSG00000099622.14|CIRBP,50972,49393,58317,56128,69542,64366,56777,64154
ENSG00000228300.14|FAM174C,2035,1631,1610,2040,2064,1571,1665,1859
ENSG00000240846.2|RPS15P9,0,0,0,0,0,0,0,0
ENSG00000267372.2|ENSG00000267372,0,7,3,11,0,10,8,6
ENSG00000160953.17|PWWP3A,10771,12123,11249,13068,11569,10430,11434,11782
ENSG00000279488.1|ENSG00000279488,0,22,105,40,8,43,51,0
ENSG00000280486.2|ENSG00000280486,0,15,18,15,1,6,19,0
ENSG00000115286.21|NDUFS7,12363,10537,10656,12982,13883,12053,11749,11591
ENSG00000248015.7|ENSG00000248015,751,638,2214,754,301,711,699,284
ENSG00000130005.13|GAMT,7806,6359,6553,7647,14625,8576,6977,12213
ENSG00000071626.17|DAZAP1,16820,13810,16260,12311,19029,16081,11601,19030
ENSG00000115268.10|RPS15,47115,35564,43249,45908,69377,44966,35198,60224
ENSG00000119559.17|C19orf25,5385,4621,4237,5650,6085,4772,4713,4788
ENSG00000115255.12|REEP6,3734,2116,2513,2885,5382,2663,2530,3924
ENSG00000185761.11|ADAMTSL5,27,76,44,41,19,69,77,55
ENSG00000185988.15|PLK5,38,81,109,59,24,46,58,14
ENSG00000181588.17|MEX3D,6682,7488,8498,7841,10263,6780,7264,7175
ENSG00000239367.2|RN7SL477P,0,0,0,0,0,0,0,6
ENSG00000071655.18|MBD3,35937,29360,26715,27335,51846,29727,26816,47989
ENSG00000127540.12|UQCR11,10674,7894,9294,9009,17756,9296,9116,10532
ENSG00000252933.1|RNU6-1223P,0,3,8,0,2,1,2,0
ENSG00000275642.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000267073.1|ENSG00000267073,0,0,0,0,0,0,0,0
ENSG00000130270.16|ATP8B3,81,83,177,152,50,213,254,51
ENSG00000284216.1|MIR1909,0,0,0,0,0,0,0,0
ENSG00000267244.5|ENSG00000267244,10,13,44,20,7,12,12,14
ENSG00000079313.15|REXO1,9878,10127,10877,11924,10360,12047,11294,13263
ENSG00000129911.9|KLF16,6446,5085,6730,5825,5359,8097,7272,4987
ENSG00000267141.1|ENSG00000267141,0,0,0,0,0,0,0,0
ENSG00000267232.1|ENSG00000267232,0,2,5,2,4,3,3,0
ENSG00000227500.10|SCAMP4,10582,9773,10045,9242,19667,10070,9855,17165
ENSG00000180846.8|CSNK1G2-AS1,0,0,0,0,0,0,0,0
ENSG00000133275.16|CSNK1G2,8204,7470,10624,9092,15641,7886,6904,12902
ENSG00000133243.10|BTBD2,42746,37128,33082,37976,53917,47188,43337,74026
ENSG00000267180.1|ENSG00000267180,0,0,0,0,0,0,0,0
ENSG00000099875.16|MKNK2,9235,8099,13682,12927,19865,9882,9233,15351
ENSG00000172081.14|MOB3A,10147,8327,8685,8088,12130,9007,8124,12803
ENSG00000099840.14|IZUMO4,62,79,149,86,154,50,80,72
ENSG00000065000.19|AP3D1,27269,30550,33721,30553,34750,29760,28365,32553
ENSG00000104885.19|DOT1L,12651,13097,28423,15634,12034,15904,13328,15731
ENSG00000284129.1|MIR6789,0,0,0,0,0,0,0,0
ENSG00000104897.10|SF3A2,26397,28945,24937,31368,33592,35100,33565,54065
ENSG00000104899.8|AMH,301,153,1423,659,733,24,26,60
ENSG00000284272.1|MIR4321,0,0,0,0,0,1,1,0
ENSG00000167476.10|JSRP1,204,122,91,290,253,205,193,187
ENSG00000273734.1|ENSG00000273734,0,3,0,4,0,0,0,6
ENSG00000188305.6|PEAK3,0,0,0,0,0,0,0,0
ENSG00000005206.17|SPPL2B,5471,5045,8782,5711,10574,6277,5784,10673
ENSG00000178297.14|TMPRSS9,14,15,37,63,22,27,57,55
ENSG00000176619.13|LMNB2,26312,18926,29957,21862,51710,28300,22212,43135
ENSG00000267201.1|LINC01775,0,0,19,0,0,0,0,0
ENSG00000252962.1|RNU6-993P,0,0,0,0,0,0,0,0
ENSG00000105694.3|ELOCP28,0,0,0,0,0,0,0,0
ENSG00000263974.2|RN7SL121P,0,0,0,2,0,0,0,0
ENSG00000267412.1|ENSG00000267412,0,0,0,0,3,0,2,0
ENSG00000277904.1|MIR7850,0,0,0,0,0,0,0,0
ENSG00000267214.1|ENSG00000267214,0,0,0,0,0,0,0,0
ENSG00000267749.1|ENSG00000267749,0,0,0,0,0,0,0,0
ENSG00000276097.1|ENSG00000276097,0,0,0,0,0,0,3,0
ENSG00000141873.11|SLC39A3,7908,6788,5983,8928,9753,6444,8062,7861
ENSG00000104969.11|SGTA,34806,34409,29536,36080,40084,34152,36093,37778
ENSG00000172009.15|THOP1,6768,5717,7234,5512,10874,7512,5233,12787
ENSG00000186300.12|ZNF555,2136,2660,3216,3154,1757,2724,3566,1916
ENSG00000172000.7|ZNF556,49,75,89,118,22,71,172,3
ENSG00000267398.1|ENSG00000267398,0,0,0,0,0,0,0,0
ENSG00000266938.1|ENSG00000266938,0,0,0,0,0,0,0,0
ENSG00000171970.14|ZNF57,280,455,428,573,524,397,603,540
ENSG00000175691.9|ZNF77,571,739,898,938,575,691,906,694
ENSG00000279452.1|ENSG00000279452,0,0,6,0,8,0,5,0
ENSG00000104953.20|TLE6,808,441,734,690,599,1019,490,538
ENSG00000065717.15|TLE2,12198,6319,10329,7400,2703,11422,8728,3014
ENSG00000088256.9|GNA11,27075,23911,28219,26198,25353,27935,26940,23098
ENSG00000266944.1|ENSG00000266944,0,0,0,0,0,0,0,0
ENSG00000060558.4|GNA15,16,19,17,26,0,0,30,6
ENSG00000267551.3|GNA15-DT,0,0,0,0,0,0,0,0
ENSG00000125910.6|S1PR4,0,9,3,3,0,0,0,0
ENSG00000125912.11|NCLN,9912,7197,7629,6181,11881,8067,5698,12298
ENSG00000267448.6|ENSG00000267448,4,4,1,1,2,1,2,1
ENSG00000141905.19|NFIC,5089,5856,8245,6474,4501,7172,8364,4049
ENSG00000279599.1|ENSG00000279599,0,0,0,0,0,0,0,0
ENSG00000095932.7|SMIM24,17,24,27,48,6,46,93,14
ENSG00000252408.1|ENSG00000252408,0,0,0,0,0,0,0,0
ENSG00000105325.15|FZR1,18198,20782,20113,22260,20740,22016,22504,21244
ENSG00000183397.6|C19orf71,208,151,203,135,129,164,177,109
ENSG00000161091.14|MFSD12,7117,6582,7637,7090,10367,5895,5330,7120
ENSG00000267231.1|ENSG00000267231,0,0,0,0,0,0,3,0
ENSG00000279590.1|ENSG00000279590,0,0,0,0,0,0,0,0
ENSG00000266959.1|ENSG00000266959,0,0,0,0,0,0,0,0
ENSG00000064961.19|HMG20B,8532,6195,7638,7493,14801,8528,6949,12577
ENSG00000179855.9|GIPC3,0,14,79,49,9,94,59,40
ENSG00000006638.13|TBXA2R,30,81,15,26,0,20,32,19
ENSG00000105298.14|CACTIN,6513,6792,7493,6811,9311,6690,6119,8120
ENSG00000186111.11|PIP5K1C,22890,26206,25007,23047,21166,23461,23332,23099
ENSG00000267304.1|ENSG00000267304,0,0,0,0,0,0,0,0
ENSG00000105289.15|TJP3,34,14,197,147,866,43,53,781
ENSG00000267205.1|ENSG00000267205,0,1,5,0,0,0,1,0
ENSG00000173976.16|RAX2,0,0,0,5,0,0,0,0
ENSG00000267148.1|ENSG00000267148,0,0,0,1,0,0,0,0
ENSG00000007264.15|MATK,561,861,737,1017,402,871,1043,402
ENSG00000105278.12|ZFR2,1249,1244,1876,1856,2676,1261,1082,1678
ENSG00000266989.1|FTLP5,0,0,0,0,0,0,0,0
ENSG00000167654.18|ATCAY,73370,82398,82389,97528,48868,94302,108359,59522
ENSG00000266627.2|RN7SL202P,0,0,0,0,0,0,0,0
ENSG00000289254.1|ENSG00000289254,0,0,0,0,4,0,0,0
ENSG00000077009.14|NMRK2,3,0,246,17,598,72,18,100
ENSG00000167657.14|DAPK3,6970,8273,6991,8120,12415,7200,7104,9772
ENSG00000105229.7|PIAS4,11453,10353,9954,11965,10341,13256,13244,13703
ENSG00000126934.15|MAP2K2,40364,33760,29895,35225,52278,42537,37713,60359
ENSG00000278007.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000060566.14|CREB3L3,0,0,0,0,0,0,0,0
ENSG00000089847.13|ANKRD24,321,627,455,684,138,577,958,242
ENSG00000105246.6|EBI3,0,0,0,0,0,0,0,0
ENSG00000105251.11|SHD,865,788,548,1577,1430,1677,1711,2298
ENSG00000167664.8|TMIGD2,44,19,32,48,39,43,24,80
ENSG00000105255.11|FSD1,11625,10208,10210,8955,10491,12209,10255,12510
ENSG00000178078.12|STAP2,229,288,188,284,210,499,576,246
ENSG00000008382.16|MPND,5104,3674,4576,3945,14203,4783,3313,9598
ENSG00000267938.1|EIF1P6,0,0,0,0,0,0,0,0
ENSG00000141985.9|SH3GL1,24334,23568,21350,25149,29261,24261,25886,26206
ENSG00000167670.16|CHAF1A,6534,4687,7481,4687,14724,7501,5444,16554
ENSG00000267255.1|ENSG00000267255,0,0,0,0,0,0,0,0
ENSG00000167671.12|UBXN6,17411,18049,14769,18926,20356,16442,17738,20592
ENSG00000167676.5|PLIN4,63,49,182,49,47,83,72,103
ENSG00000214456.8|PLIN5,762,303,625,209,1077,598,295,1299
ENSG00000171236.10|LRG1,72,61,74,16,13,45,53,26
ENSG00000167680.17|SEMA6B,23007,24182,17768,27211,17285,27048,32609,17597
ENSG00000267408.1|ENSG00000267408,0,0,0,0,0,0,0,0
ENSG00000185361.9|TNFAIP8L1,4124,2952,3986,3791,4621,5116,4654,3719
ENSG00000142002.18|DPP9,6672,6881,8808,7845,8474,8114,7498,9497
ENSG00000176840.13|MIR7-3HG,214,231,150,319,65,189,260,61
ENSG00000207630.1|MIR7-3,0,0,0,0,0,0,0,0
ENSG00000105355.9|PLIN3,9412,8270,7764,8872,15321,12004,10786,14539
ENSG00000205784.4|ARRDC5,0,0,0,0,0,0,0,0
ENSG00000276043.5|UHRF1,4483,3107,7360,2546,9483,4222,2763,4859
ENSG00000263409.1|MIR4747,0,0,0,0,0,0,0,0
ENSG00000127663.15|KDM4B,41041,46391,44114,46841,24712,54656,51762,29594
ENSG00000105426.18|PTPRS,44589,63424,109446,80169,29892,53268,61384,17518
ENSG00000239524.2|RPL32P34,0,0,0,0,0,0,0,0
ENSG00000105556.12|MIER2,5298,5854,5041,6412,7270,5769,6416,8136
ENSG00000267124.2|ENSG00000267124,7,22,10,10,24,7,9,11
ENSG00000183186.8|C2CD4C,2442,2404,2388,2508,3974,2277,2290,3001
ENSG00000099866.16|MADCAM1,2416,1498,51,45,116,37,14,125
ENSG00000266933.2|MADCAM1-AS1,45,54,70,55,83,53,54,60
ENSG00000141933.9|TPGS1,3372,2714,2203,3028,4826,2789,2302,3669
ENSG00000099804.9|CDC34,23327,17338,22082,22970,31374,23537,20329,27608
ENSG00000267751.6|BSG-AS1,164,79,672,342,2444,288,191,1140
ENSG00000099822.3|HCN2,3365,4359,2933,4350,1414,3563,3949,1549
ENSG00000267036.2|ENSG00000267036,1,1,1,2,0,1,1,0
ENSG00000261204.1|ENSG00000261204,6,2,2,3,0,3,6,5
ENSG00000070388.12|FGF22,58,25,75,33,45,24,12,41
ENSG00000070423.18|RNF126,9646,8182,8021,8000,8652,8551,7719,8318
ENSG00000267666.2|ENSG00000267666,15,17,28,0,24,20,21,11
ENSG00000284361.1|MIR4745,1,1,1,1,1,1,1,1
ENSG00000129951.19|PLPPR3,45650,39003,29386,38433,56933,39802,39544,54185
ENSG00000263414.1|MIR3187,3,3,3,3,4,2,2,3
ENSG00000172232.10|AZU1,365,507,438,598,302,488,537,247
ENSG00000198858.10|R3HDM4,13474,11498,10556,13609,11603,12527,12277,12078
ENSG00000182087.14|TMEM259,19554,18242,18255,18096,20535,15898,15824,18648
ENSG00000274177.1|ENSG00000274177,46,33,47,25,68,31,45,21
ENSG00000207357.1|RNU6-2,2,0,1,3,6,4,4,2
ENSG00000064666.15|CNN2,15694,15389,19762,19502,34414,13697,14166,21658
ENSG00000279753.1|ENSG00000279753,14,38,28,28,30,4,4,6
ENSG00000167468.19|GPX4,21345,18939,21668,22298,45688,27238,24483,40185
ENSG00000099625.14|CBARP,7547,7206,9528,8763,6400,9564,8201,7611
ENSG00000267778.1|CBARP-DT,22,38,50,31,0,23,27,24
ENSG00000099624.8|ATP5F1D,15207,10323,10231,12380,20301,14078,11930,19829
ENSG00000288704.1|ENSG00000288704,19,14,38,28,40,5,18,45
ENSG00000167470.14|MIDN,36981,36037,41166,42699,36794,38921,43414,34303
ENSG00000267493.4|CIRBP-AS1,67,64,32,38,68,46,47,40
ENSG00000099617.4|EFNA2,4423,4869,3590,6108,5504,4899,5989,5692
ENSG00000267755.1|ENSG00000267755,12,11,7,8,5,4,6,5
ENSG00000268798.1|ENSG00000268798,466,463,607,392,483,497,436,493
ENSG00000115266.12|APC2,104815,119681,124503,138746,76025,115166,118824,70860
ENSG00000267317.2|ENSG00000267317,299,309,313,356,910,362,391,861
ENSG00000115257.15|PCSK4,752,585,1080,731,975,1052,989,621
ENSG00000267092.2|ENSG00000267092,6,9,13,15,4,0,6,0
ENSG00000279009.1|ENSG00000279009,5,5,4,5,6,3,4,3
ENSG00000267059.2|ENSG00000267059,18,17,24,40,28,76,21,33
ENSG00000071564.17|TCF3,48732,35253,54672,36902,79339,57040,43369,97091
ENSG00000205922.5|ONECUT3,8,23,4,374,38,0,11,50
ENSG00000267007.1|ENSG00000267007,4,5,2,3,7,3,3,4
ENSG00000267125.2|ENSG00000267125,9,11,10,10,7,6,6,5
ENSG00000261526.2|ENSG00000261526,506,233,476,581,870,432,431,699
ENSG00000129968.17|ABHD17A,12531,11216,11363,11522,17639,11883,10915,14484
ENSG00000213638.6|ADAT3,707,346,524,457,1201,407,344,1365
ENSG00000267283.1|ENSG00000267283,40,24,100,46,34,27,13,20
ENSG00000279653.1|ENSG00000279653,3,1,5,0,1,0,1,0
ENSG00000275468.1|ENSG00000275468,6,1,1,4,1,1,2,6
ENSG00000267122.1|ENSG00000267122,3,0,12,3,0,0,3,0
ENSG00000104886.12|PLEKHJ1,10351,7776,9360,8814,13487,9293,7922,10149
ENSG00000221411.1|MIR1227,2,4,6,5,9,2,3,2
ENSG00000104904.12|OAZ1,42944,32809,34305,37412,48342,39772,35740,45454
ENSG00000220008.3|LINGO3,355,480,403,897,372,538,495,473
ENSG00000288156.1|ENSG00000288156,6,0,0,0,9,3,0,8
ENSG00000286880.1|ENSG00000286880,3,2,15,6,0,3,6,6
ENSG00000130332.15|LSM7,6381,6436,5867,6401,11373,5978,4624,8603
ENSG00000099800.8|TIMM13,9422,6485,6267,5950,15859,8150,5796,13149
ENSG00000283728.1|MIR7108,1,1,1,1,1,1,1,1
