domain,coefficient,odds_ratio_for_probability_increase_0_to_1
growth_proliferation,0.420153835536259,1.5221957054005248
progenitor_organization,-0.08027429514350583,0.9228631747793896
excitatory_inhibitory_balance,-0.08592305441300231,0.9176648387633325
synaptic_integrity,1.0462816123470287,2.8470449944891083
electrophysiology,0.8775671311541908,2.4050414327263936
transcriptomic_risk,0.5748645562926294,1.7768898420669836
