domain,coefficient,odds_ratio_for_probability_increase_0_to_1
growth_proliferation,0.4770166177842953,1.6112602194065364
progenitor_organization,-0.10521695664267865,0.9001292123882125
excitatory_inhibitory_balance,-0.10688052611626893,0.8986330297551269
synaptic_integrity,1.0022844761581737,2.7244987770189706
electrophysiology,0.911820004555889,2.48884812876676
transcriptomic_risk,0.5572750348706023,1.7459084726323426
