gene,variance_2d_tpm,present_in_v3_candidate_features,selected_top_250
TMEM42,44.02995295411213,False,False
SNX14,44.026748032541434,False,False
AVEN,43.99760713525401,True,False
SLC25A34,43.992526629118856,False,False
HIBADH,43.98904024751144,False,False
SLC25A14,43.964933466680705,False,False
FBXO28,43.96020879683242,False,False
YIPF5,43.91750283714075,False,False
MAF,43.90900406884935,False,False
FGF14,43.90347075423144,False,False
CLDN5,43.88095359803956,True,False
PRUNE2,43.87317423880876,False,False
DNPEP,43.86185175749495,True,False
GOLGA4,43.853916957340545,False,False
SEC24B,43.8491086219602,False,False
ZSCAN29,43.803428197705024,False,False
PDE3A,43.79872658700916,False,False
CALCOCO2,43.79389597092091,False,False
GOLT1B,43.78551765975366,False,False
CCNYL1,43.7834397989262,False,False
ZNF737,43.769473755132125,False,False
RAI2,43.768133209928536,False,False
MTX1,43.7601256179013,False,False
SGK196,43.71876176965996,False,False
RPIA,43.712913111906516,False,False
METTL21B,43.70237981307975,False,False
IQSEC3,43.69933200453849,False,False
TMEM107,43.69344769449416,False,False
TRIM26,43.66473575756512,False,False
ABT1,43.65666282532664,False,False
ATM,43.596633985448754,False,False
TTC13,43.588272618170336,False,False
RBL1,43.52415815465955,False,False
STX2,43.519809170555966,False,False
C1QTNF6,43.50958424687978,False,False
MX1,43.484915827397025,False,False
GTF2B,43.482668171503434,False,False
TSPAN31,43.47809281971201,False,False
TIPIN,43.47309036740709,False,False
ASIC3,43.45783135593221,False,False
AGMAT,43.454336208489785,False,False
ATP5L2,43.453549646746424,True,False
ZNF793,43.442167512369736,False,False
PRICKLE4,43.44009557263338,False,False
GEN1,43.4370254605748,False,False
LIX1,43.415697694494156,True,False
BHMT2,43.412039435730065,False,False
TMEM39B,43.38610713232972,False,False
FAM83G,43.34462881999276,False,False
SPATA13,43.342230055210486,False,False
ATP13A3,43.313342546583854,False,False
RNF152,43.296013369828415,False,False
AGGF1,43.26569656279609,False,False
PDK2,43.21907634487841,False,False
ZSCAN16,43.21301010632698,False,False
PAXIP1,43.17887577639752,False,False
TANK,43.138714092126655,False,False
CNKSR2,43.13543288767238,False,False
EDC3,43.124308603829654,True,False
DCP1A,43.12236983366671,False,False
RAB21,43.07037401422372,False,False
TRAK2,43.00953288182382,False,False
CCDC132,42.98990322782515,False,False
ITM2A,42.96554089904201,True,False
NUP35,42.95748599326245,False,False
CCDC57,42.884902596179714,False,False
ZSCAN2,42.880626955469,False,False
PDGFA,42.87115566316922,False,False
C14orf142,42.85999354610426,False,False
TUBGCP4,42.810615543156594,False,False
PPP2R3B,42.806340272075424,False,False
PLCB3,42.80450408405564,False,False
L3MBTL1,42.80157848720918,False,False
CABLES2,42.79394782374753,False,False
TEX30,42.787645394252024,False,False
C11orf54,42.734890730018364,False,False
ZNF346,42.721372865564796,True,False
LAGE3,42.718466229193716,False,False
FER,42.71080433729866,False,False
ZNF143,42.700892793978305,True,False
SLC7A8,42.70057228948075,False,False
CPEB2,42.681018952287374,False,False
RNASEH2B,42.64947062088407,False,False
MKL2,42.63619707863986,False,False
ZBTB38,42.61556751236973,True,False
NLN,42.60724421108655,False,False
STEAP3,42.58737073902516,False,False
HARS2,42.587117055596494,False,False
MSANTD2,42.58581105379514,False,False
GFOD1,42.57132218128224,False,False
MTMR10,42.54454194067212,False,False
FOPNL,42.536180009591654,False,False
ENTPD4,42.499540824765184,False,False
RRP9,42.47358715654279,False,False
ZNF337,42.471830476307446,False,False
UPF2,42.459664236001444,False,False
PLEKHA8,42.43810298920354,False,False
MPV17L2,42.412317778479604,False,False
SCARF2,42.40185481103274,False,False
DENND1A,42.400031565895816,False,False
ZNF331,42.37569831678188,False,False
HMGN5,42.37141698892281,False,False
TCTN2,42.35529878700682,False,False
INTS12,42.341279086687486,False,False
CCDC125,42.33254712016468,False,False
MRPS14,42.330381913885674,False,False
ALDH1B1,42.32045057140518,False,False
KIAA0664,42.30960130130657,False,False
PPAN,42.29728521423308,False,False
COG8,42.287676539635754,False,False
EFHD2,42.285862179644646,False,False
PPP2R5A,42.263120550701245,False,False
EZH1,42.25237018399598,False,False
KAT7,42.2043752652326,False,False
NR3C1,42.170033945093635,False,False
TCHP,42.16071459042471,False,False
CACNA2D3,42.108914396252246,False,False
NETO1,42.095234513574525,False,False
F2RL2,42.02857091389737,False,False
ME2,42.001510781251824,False,False
DNAAF2,41.9852483518733,False,False
MNT,41.97446916809957,False,False
C17orf56,41.94359623644594,False,False
MPP5,41.88515516487116,False,False
FAM13C,41.884816380671644,False,False
WWP2,41.88321036424887,False,False
LHFPL3,41.84575736393305,False,False
DAND5,41.84016501853996,False,False
STIM2,41.82985739142132,False,False
C19orf25,41.82403233088863,False,False
LYST,41.76700077902937,False,False
C21orf56,41.739136419623115,False,False
SUV39H1,41.7167027523365,False,False
FAM18B2-CDRT4,41.710324755237394,True,False
STK4,41.697267539858,False,False
FABP2,41.65053268531189,False,False
SDK2,41.63928719982221,False,False
SYNJ1,41.63337587640805,False,False
FRYL,41.62903230340035,False,False
HOOK3,41.61035701126434,False,False
C6orf203,41.6085394491818,False,False
PNOC,41.58969333614064,False,False
CRAMP1L,41.58587267022259,False,False
DNAJC14,41.570664930811425,False,False
KBTBD2,41.54450544267817,False,False
FAM123C,41.50963205015733,False,False
LINGO2,41.48359845188382,False,False
LATS1,41.464287008574,False,False
CRLS1,41.45821415412149,False,False
RNF166,41.42626683978431,False,False
CYB5R4,41.416529127042615,False,False
NDFIP2,41.402981877039686,False,False
KBTBD7,41.40102747248248,False,False
NAF1,41.372365933256134,False,False
NAT16,41.367971049584156,False,False
RNF214,41.35791012855154,False,False
NMNAT1,41.3319255974313,False,False
SLC26A10,41.320959123182554,True,False
CCDC77,41.31364478366144,False,False
ZNF410,41.30348825958288,False,False
CENPQ,41.30101455884245,False,False
RAPGEF4,41.28767213917254,False,False
PIK3C3,41.254733156121695,True,False
CCDC50,41.25158376671229,False,False
HDDC3,41.23082322642149,True,False
CHST7,41.20643284556269,False,False
ALMS1,41.19541649588846,True,False
PCNXL3,41.141294094115175,True,False
GPR110,41.13659148272919,False,False
TM2D1,41.130757700810605,False,False
CFH,41.12433175714402,False,False
CECR1,41.11059681837854,False,False
GNB3,41.06363383514054,False,False
SMUG1,41.05789321975412,False,False
ADO,41.04559648384039,False,False
FAHD2B,41.03112243394041,False,False
IFT20,41.015267294218106,False,False
ZNF131,40.99219019311975,False,False
EMR2,40.98578339298875,False,False
SAV1,40.97284571533846,False,False
EEFSEC,40.928604229684986,False,False
DYNC1I1,40.850517245090124,True,False
AFMID,40.840050347405,False,False
FGF17,40.832574170380504,False,False
DAGLA,40.81359912037525,False,False
TNFSF12,40.79748746183808,True,False
HAUS2,40.78609245183702,False,False
XIAP,40.78468352750582,False,False
SNAPC2,40.76872898726182,False,False
UCHL5,40.761355094688334,False,False
FRMD6,40.75147912938204,False,False
IL33,40.73710628487209,True,False
DYDC2,40.73365755459639,False,False
COMMD5,40.719606944005804,False,False
CCDC101,40.699827404054226,False,False
GSTT1,40.69251840837047,False,False
NIP7,40.67666393246073,False,False
MORC4,40.648853678749816,False,False
LRP6,40.647744420465315,False,False
NPY1R,40.64655854826824,True,False
KIAA0141,40.63502569861156,False,False
C20orf4,40.62354106338679,False,False
CPLX4,40.605862760407526,False,False
LPIN1,40.58302731808027,True,False
SLFN12,40.58047401071458,False,False
SLC16A9,40.56892494940988,False,False
BEND3,40.566871015662464,False,False
BBS7,40.55054692599221,True,False
HECA,40.54297162098935,False,False
FUZ,40.51682057058637,False,False
NMD3,40.49866198313273,False,False
XKR5,40.477440689663254,False,False
COQ5,40.47363541717842,False,False
ADAMTS12,40.44942004889404,False,False
RBM33,40.43967305096443,False,False
MUT,40.3804836959446,False,False
SLC45A1,40.36949169912622,False,False
SPHK2,40.352979869226,False,False
BOLA1,40.34275977588284,False,False
PANX2,40.33343265372964,False,False
DGKA,40.28195988642079,False,False
YBEY,40.21027972359663,False,False
CWC22,40.20439932624486,False,False
PSMB2,40.200713738288236,False,False
IMPACT,40.19055936004959,False,False
CCDC75,40.1874100109953,False,False
RCAN3,40.179419178626986,True,False
EML5,40.16996517294218,False,False
SDHAF1,40.1420468148694,False,False
ATP10B,40.11629653940181,False,False
KIAA0319,40.08923499081775,True,False
CHST6,40.05487569217813,False,False
C9orf72,40.04018919476904,False,False
BAHD1,39.978272671977166,False,False
DRP2,39.94869167748652,False,False
EPS15L1,39.943759516206384,False,False
UNK,39.91379960288218,False,False
SACM1L,39.864942370541925,False,False
SEMA3B,39.84968748055351,False,False
EVC,39.84849765004504,False,False
C18orf21,39.81920507421834,False,False
DIXDC1,39.78902736018996,False,False
SCO1,39.781288282977165,False,False
INPP5K,39.7710904147805,False,False
BACE2,39.76649730439462,True,False
ZFYVE21,39.75682710285293,False,False
FBXO34,39.75502743212736,False,False
KRCC1,39.75256559637857,False,False
MYO19,39.74275069422512,False,False
TCTN1,39.74055054684119,False,False
TBR1,39.73109908937782,True,False
GLYCTK,39.69788666467815,False,False
ARHGAP26,39.6935926407458,False,False
ACOT2,39.65350329976254,True,False
PRRX1,39.65247186545951,False,False
MOV10,39.64004259688154,False,False
ZNF232,39.620640283187704,False,False
RNF123,39.61362359839047,False,False
CLK4,39.58404352037057,False,False
RGPD5,39.53196985472155,False,False
TSTD1,39.51044020540174,False,False
APOD,39.47763092957154,True,False
ZFC3H1,39.46463046636487,False,False
OSTM1,39.45861511738077,False,False
GRK6,39.44621731000924,False,False
WDR7,39.42760853247711,False,False
EFNA5,39.42754140728264,False,False
SLCO5A1,39.39683600905358,False,False
AMMECR1L,39.38355144518136,False,False
C1orf204,39.38184151080231,True,False
SLC30A3,39.37346347100864,False,False
PDHA1,39.36210407411306,False,False
FOXB1,39.35558261863822,False,False
TLN2,39.35053692260004,True,False
CLMP,39.34424963154016,True,False
APOO,39.32797214969996,False,False
MAGEA10,39.31716800832837,False,False
LYRM1,39.31067525295061,False,False
LILRA6,39.31058190277339,False,False
MTMR14,39.29308807242868,False,False
TYK2,39.24101351721234,False,False
ADRA1A,39.23927741867565,False,False
PCDH7,39.230430441216036,False,False
PIGX,39.2076719865249,False,False
SMYD4,39.195789517610045,False,False
VPS13C,39.19232636183925,False,False
POMZP3,39.16830358985156,False,False
BMPR1A,39.14601065667731,False,False
ANKRD40,39.141629861038005,False,False
ZNF527,39.13003822624605,False,False
SDAD1,39.11710264238341,False,False
MARK2,39.08547332467745,False,False
SLC35A2,39.02969703945445,False,False
F2RL1,38.91011349030892,False,False
TMEM63C,38.90919142658291,True,False
LTBR,38.90200932495818,False,False
C14orf80,38.898589063176246,False,False
ARMC9,38.88676688072429,False,False
OCEL1,38.87288521189365,True,False
GRIN3A,38.87059460995895,False,False
LOC388849,38.860490519469884,False,False
MYO1C,38.83803456972079,False,False
PGS1,38.828102837140754,False,False
C1orf226,38.82526912306559,False,False
ADAMTS3,38.79263709454796,False,False
COG6,38.78060810904073,False,False
ZNF517,38.77340214759448,False,False
ZNF133,38.7499368471535,False,False
C14orf109,38.743352504942045,False,False
FAM178A,38.74332737247196,False,False
LYAR,38.74099932390544,False,False
DISC1,38.71956080113697,False,False
ZMAT4,38.69882816729247,False,False
OSBP2,38.6822210180019,False,False
GPD1L,38.6821018001895,True,False
TAF12,38.660713659332565,False,False
ZNF330,38.655154680609655,False,False
ZNF335,38.64721366985999,False,False
MBNL1,38.63330169783953,False,False
SYT16,38.62927718473289,False,False
UGT3A1,38.61995904832086,False,False
KIF14,38.611188642079284,False,False
DOK3,38.594216443836196,False,False
C15orf61,38.57662598694599,False,False
C11orf63,38.57309044753248,False,False
SLITRK3,38.54341326747845,False,False
UTP20,38.52895061702401,False,False
PPIL3,38.47933963165713,False,False
TMEM38A,38.478754449006324,False,False
ZNRF3,38.469388819875775,False,False
GPN3,38.44472125779322,False,False
TBC1D30,38.43893333099391,False,False
MGP,38.42522837784094,False,False
RHBDF1,38.3997325660011,False,False
HIST1H4J,38.390201139886074,False,False
ASB6,38.386670702179174,False,False
ATXN2,38.38354261442725,False,False
ATL2,38.379127802926625,False,False
SLC12A7,38.37590005029769,False,False
CASP7,38.36894950813536,False,False
C1orf229,38.36853900936943,False,False
CUL2,38.36697526055374,False,False
DHX16,38.352263543530896,False,False
ZNF558,38.35108670912728,False,False
EXOC3L2,38.347340017662674,False,False
CNPY4,38.32519063585641,False,False
MYO5B,38.297499589430466,True,False
GTF2IRD1,38.28944708390357,False,False
RGAG4,38.289272185961096,False,False
RPAP1,38.27871519107275,False,False
FBXL12,38.2376127200524,False,False
CCDC25,38.21467415809851,False,False
MAP3K4,38.21026973658046,False,False
MTERFD2,38.18425958989835,False,False
CCNE1,38.177666678363806,False,False
AIMP1,38.162038710507545,False,False
DBF4B,38.154663167467916,False,False
SLITRK1,38.152165608075705,False,False
NR2C2AP,38.14436319905019,False,False
CACNA1B,38.116194523400125,False,False
EEF2K,38.1134680755869,False,False
NBPF24,38.110093567743974,False,False
HOXA3,38.10563994104642,False,False
TIMM22,38.104907258658805,False,False
LRRC49,38.10041698014996,False,False
POMT2,38.095868283795966,False,False
NR4A2,38.07317664607971,True,False
ABCG1,38.070937367091275,False,False
FAM174A,38.06288673661555,False,False
SYAP1,38.062162806026365,False,False
GRPEL1,38.05247774619551,False,False
MKRN2,38.03177459849575,False,False
ARID5B,38.02827009626744,False,False
PTPRE,38.01366186440678,True,False
PHF17,37.995451539928176,False,False
HDHD1,37.99401385935362,False,False
RSRC1,37.9917078271397,False,False
ZNF367,37.984901046893825,False,False
CDH10,37.96163107286147,False,False
IFNGR1,37.95850442970605,False,False
TBX1,37.92255017311763,False,False
ARHGEF33,37.874757900246806,False,False
POLR3D,37.87192707127066,False,False
POLR2J2,37.86953246774514,False,False
ZNF714,37.86521358564058,False,False
MCCC2,37.86494707337614,False,False
ARHGAP39,37.85276221181177,False,False
HDAC9,37.84854273549262,False,False
SLC35B4,37.84642364459417,False,False
CD34,37.82526282766606,False,False
C1orf50,37.824417929372686,False,False
BICD2,37.752878766185916,False,False
AFF1,37.75215761659123,False,False
FAM82B,37.737987320887584,False,False
IGFL3,37.734602383876684,False,False
CRBN,37.730934950462625,False,False
TBL3,37.720514929056854,False,False
ZNF641,37.718589828169044,False,False
SLFN5,37.712185872197075,False,False
PPP1R21,37.70919940637025,False,False
PAQR8,37.704964564691025,False,False
FAM189A2,37.68224813664596,False,False
RPS6KC1,37.681549089377825,False,False
LSM12,37.63813628569089,False,False
DDX26B,37.630346399036156,False,False
C8orf80,37.62481573089564,False,False
AXIN1,37.62251881543086,False,False
POLD4,37.60689942099168,False,False
CCNC,37.60538271864874,False,False
DHX33,37.6032155484203,False,False
C6orf211,37.58328051666257,False,False
CPLX3,37.57116242236024,True,False
C17orf100,37.556531358856496,False,False
GEMIN2,37.54918509316771,False,False
GABRA1,37.54785937993473,True,False
MED30,37.54606342889895,False,False
MAGEL2,37.54305368986209,False,False
CBFB,37.53961234340457,False,False
ZPBP2,37.52515178439836,False,False
RBMX2,37.50357946742932,False,False
PPP2R2A,37.50159971692927,False,False
BHLHE41,37.49915809675873,True,False
FAM103A1,37.47728103601549,False,False
PDF,37.41645078429308,True,False
CCBL2,37.4100997368144,False,False
UBAC2,37.40584307821876,False,False
PTCHD4,37.37816254108619,False,False
ZNF623,37.37410313834205,False,False
C3orf38,37.35531304640254,False,False
RPS6KA4,37.34616230071001,False,False
GLI4,37.31457981307974,False,False
APOC1,37.29794478483115,True,False
PRR3,37.292315953726124,False,False
PKD2,37.27751001450445,False,False
U2AF1L4,37.27625986419623,True,False
METTL2A,37.27254330397352,False,False
TAP2,37.26024248458902,False,False
SRSF8,37.22442139464973,False,False
RTN4RL1,37.219660680071584,False,False
ZNF248,37.20564391631868,False,False
MUL1,37.18338167117007,False,False
TMEM176A,37.18288634593115,False,False
SETD1A,37.12964691487993,True,False
WDR92,37.124768413634186,False,False
EFNA1,37.062942300359104,False,False
MSRB1,37.04031833116937,False,False
ZNF224,37.01457648173492,False,False
C6orf136,36.985478825256465,True,False
LYSMD1,36.95021665204524,False,False
TMEM50B,36.915046793814554,False,False
ARHGAP11B,36.89470110128552,False,False
MECR,36.88934995262658,False,False
TUBA8,36.87904146225919,False,False
AGA,36.8600874671018,False,False
POU2F2,36.839675393316256,False,False
PDZD2,36.81204878700682,True,False
TARS2,36.81112622907675,False,False
PEX6,36.80932857084371,True,False
GPR89A,36.79647041267502,False,False
GPR75-ASB3,36.79396053912108,False,False
MESDC2,36.7815107748184,False,False
ZFYVE19,36.77254704471816,False,False
ACAD9,36.76349740966885,False,False
PSEN1,36.72307733971997,False,False
HOXA7,36.70541753868829,False,False
PMF1-BGLAP,36.70131227614603,False,False
CCDC140,36.69101436466997,False,False
EXOG,36.69025327168942,True,False
RNF125,36.67938918248705,False,False
GTF2H5,36.67562091272765,False,False
MRPL44,36.671924256354465,False,False
FBLN7,36.65733547215496,False,False
AHR,36.65676448047163,False,False
ANAPC16,36.65538204021476,False,False
ANKRD20A3,36.644761523435236,False,False
DHRS4,36.62609936075143,False,False
PLEKHH3,36.584335443496975,False,False
SHPRH,36.580988626288146,False,False
CXorf57,36.558774849399356,False,False
DSCR3,36.55391618065059,False,False
TTC5,36.53350143816308,False,False
SIKE1,36.52032414464681,False,False
LRTOMT,36.518688047279824,True,False
ZFYVE1,36.516109481114974,False,False
C1orf109,36.51076722228071,False,False
TAF5L,36.474363551718895,False,False
GOPC,36.460180702647065,False,False
AKAP8,36.4576889198863,False,False
TOM1L1,36.449829250447415,False,False
ZGLP1,36.427392416160764,False,False
ZNF266,36.41229865365945,False,False
C11orf30,36.40141384999591,False,False
MSL2,36.39696833350879,False,False
MTMR3,36.39189976781182,False,False
GALNT7,36.38025743762501,False,False
ALS2,36.37870407411307,False,False
ANKRD36B,36.35202417564422,False,False
KIAA0020,36.32718985624218,False,False
INTS10,36.3178135692646,False,False
BCAS4,36.29794608847715,False,False
PDE1A,36.27846217964464,True,False
NANOS3,36.23220145570879,True,False
CCHCR1,36.22839805359629,False,False
DEPDC1,36.212774360458994,False,False
SEC24A,36.19112468271514,False,False
PDPR,36.19066512264448,False,False
YIPF1,36.1758529435847,False,False
AFTPH,36.166636850662634,False,False
CCDC103,36.156297736603854,True,False
CLUL1,36.136930943023245,False,False
BCL2L2,36.123927763741214,False,False
BRE,36.11221250657964,False,False
FAM102A,36.10964332678294,False,False
APOBEC3F,36.10484124937128,False,False
NME7,36.08212642500381,False,False
NSRP1,36.06153568270344,False,False
ZNF704,36.054377897088585,True,False
CINP,36.04228338187645,False,False
L3MBTL2,36.038538052543544,False,False
TARBP1,36.02489849925723,False,False
ANGPT1,36.00334740791429,False,False
MAVS,35.99316034436374,False,False
UBR2,35.95901812822403,False,False
DRG2,35.940350921149594,False,False
TOR1AIP1,35.93558343977728,False,False
TMED8,35.917923173784374,False,False
GTF2H1,35.91307611853879,False,False
TTC38,35.90582281234282,True,False
DDX20,35.891516033266655,False,False
VPS4B,35.88793805429812,False,False
PANK4,35.872976926811006,False,False
ING2,35.86584793954919,False,False
NBAS,35.84612809535507,False,False
LOC730183,35.830245394252024,False,False
DHX32,35.82414892386333,False,False
AGAP6,35.8185058900937,False,False
CCNA1,35.8024444286533,False,False
EMID1,35.80163049034402,False,False
FAM131C,35.80023697523716,True,False
RAD17,35.78421928624066,False,False
CDC73,35.78118165186979,False,False
PSMD9,35.77706736440093,False,False
GUCY1A3,35.75877808482765,True,False
FUCA1,35.757143178229285,True,False
URB2,35.753090098957784,False,False
TBC1D12,35.73784169854137,False,False
HTT,35.73247704436724,True,False
SLC39A14,35.72984833783673,False,False
FHL3,35.72936136435414,True,False
LOC100506422,35.721556903650665,False,False
EIF2B5,35.69549841035898,False,False
NFS1,35.668387498099214,False,False
DUSP18,35.63931060404019,False,False
FAM184B,35.62504943268882,True,False
MMAA,35.60741740300149,False,False
PPRC1,35.601450829327064,False,False
KIAA1586,35.58601859669439,False,False
PQLC2,35.569246515422684,False,False
TFAP4,35.56112506345697,False,False
PPP1R17,35.558590607198425,True,False
APEX2,35.55665634745178,False,False
CAMKK1,35.55656806505948,False,False
POLRMT,35.53683552420722,False,False
CALCRL,35.53110783181856,False,False
SAP25,35.50378716648536,False,False
APITD1,35.49925734229334,True,False
SHISA2,35.45999406253289,True,False
EXOSC5,35.45201774923677,False,False
XKR7,35.446907258658804,False,False
HPS1,35.43157049280041,False,False
YTHDC2,35.4130612117065,False,False
CLVS1,35.412806628183084,True,False
REEP3,35.3947687715666,False,False
TINAGL1,35.36878741212524,False,False
DCUN1D1,35.360232799359004,False,False
MAN1C1,35.352916201705455,False,False
DSCR6,35.34393098747236,False,False
SLC30A5,35.34310574270976,False,False
ZNF189,35.33726346399036,False,False
RAB11FIP5,35.33693216128013,False,False
TFR2,35.31630774759917,False,False
ESF1,35.31330834590776,False,False
PI4K2A,35.29460459522055,False,False
SNX21,35.29332664783428,False,False
FAHD2A,35.22636888385912,False,False
C1orf51,35.221050604742025,False,False
RNASE4,35.21560272601794,True,False
ZNF276,35.206532453708576,False,False
ALG1,35.20596957165082,False,False
MYL5,35.199591372776084,False,False
METTL8,35.187542403878766,False,False
C5orf60,35.18733401410676,False,False
RIC3,35.18612490730018,False,False
APOBEC3D,35.17575071586483,False,False
ADM2,35.16735822308781,False,False
LPCAT3,35.16270077844452,False,False
PLCB4,35.16247639868524,False,False
C14orf105,35.14751695734054,False,False
PINX1,35.13864538489432,False,False
YIPF4,35.125359965376475,True,False
TSC1,35.1165709542525,False,False
ARMC10,35.10644330982208,False,False
ZNF771,35.09554552876911,True,False
SYVN1,35.086092786375175,False,False
FOXJ3,35.064393646114794,False,False
NPRL2,35.06431980676329,False,False
RUFY1,35.05896364295657,False,False
ARL9,35.05136239896598,False,False
CSTF1,35.05127682680048,False,False
C2orf69,35.04933348773555,False,False
NAIP,35.02901101168544,False,False
ZNF687,35.025789349171255,False,False
PXK,35.01870294241499,False,False
RHOBTB1,35.01583583827537,False,False
NTNG1,34.9933401463312,False,False
TGFBRAP1,34.988466571334996,False,False
MTIF2,34.976933666116906,False,False
SSR1,34.976018818940005,False,False
LOXL3,34.957053063480366,False,False
ZNF835,34.92662505292954,False,False
XYLT2,34.91023278005873,True,False
FLRT2,34.90319180732475,True,False
GTPBP8,34.89112789708858,False,False
SPATA18,34.88967051794926,False,False
OSBPL11,34.88724866301716,False,False
DGCR14,34.88687717128119,False,False
KIAA1257,34.88292194558492,False,False
VPRBP,34.87564002994468,False,False
C16orf55,34.86644698330819,False,False
PLEKHA1,34.849852985694405,False,False
BTN2A1,34.82500934425846,False,False
IL10,34.80331344644465,False,False
FOXJ2,34.79628976208022,False,False
ZBTB39,34.79297957270356,False,False
IDUA,34.787632427390015,False,False
AMBRA1,34.75861956287797,False,False
FBXO9,34.74552963235896,False,False
LRRC37A3,34.723783404685875,False,False
CDC42EP2,34.696906979682076,True,False
CRTC2,34.665148020259444,True,False
TGIF2-C20ORF24,34.654799808166935,False,False
TMEM192,34.64267433355557,False,False
UTP3,34.624185848802796,False,False
TCEA3,34.62275860207507,False,False
DPH2,34.60893562421776,False,False
B9D2,34.606092114959466,False,False
SP4,34.606073844615224,True,False
CA4,34.58662115778269,False,False
TTC28,34.552558227181805,False,False
SLC4A4,34.5254510118024,False,False
TSFM,34.52237619866418,False,False
ATG16L1,34.51939538489432,False,False
CASP8AP2,34.51876093389948,False,False
PIM2,34.49181912306559,False,False
RG9MTD1,34.420866383595936,False,False
GPR124,34.41843813032951,True,False
PIGM,34.417286409095695,False,False
ZNF660,34.408448362985574,False,False
SLC8A3,34.40603965095741,False,False
MBD4,34.398292709174065,False,False
ZFAND1,34.37373435098432,False,False
NOL9,34.35722360248447,False,False
TPRA1,34.3130705390041,False,False
CLCC1,34.30393669275128,False,False
OAS3,34.289725526663624,False,False
ANKS3,34.28708169047034,False,False
SCRN2,34.28223781041279,False,False
BRPF1,34.26384633762619,False,False
OSBP,34.24369803137172,False,False
TMEM140,34.24138407142272,True,False
ATAD5,34.23335047665836,False,False
LRBA,34.230160330327166,True,False
GNAT1,34.208064157045776,False,False
EOMES,34.19109562702508,True,False
PDE4A,34.16851744686575,False,False
KCNAB3,34.16590856405937,False,False
SYNE1,34.16314839222842,False,False
HEATR6,34.138964576388155,False,False
PALM3,34.136993582950254,True,False
ZNF253,34.122063637692854,False,False
NUB1,34.121806274344664,False,False
RNF113A,34.121199457252814,False,False
GABRG3,34.11179745528769,False,False
ATP11C,34.1111553175188,False,False
GAL3ST3,34.09570577019803,False,False
EN1,34.03898139277818,False,False
SEMA3D,34.03221553438374,False,False
FXN,34.01028974044051,False,False
NAA16,34.00212523014118,False,False
C8orf42,33.97941429390228,True,False
SLC35C1,33.967051404826236,False,False
C9orf114,33.96238715654279,False,False
BAG1,33.95124055163702,False,False
MATK,33.949338264846595,True,False
XKR8,33.94773717701278,False,False
LRRC58,33.940839747458796,False,False
ICOSLG,33.94074587324982,False,False
ENOSF1,33.940340904305714,False,False
COL24A1,33.928522515820376,False,False
MTCP1NB,33.92499951339907,False,False
FAP,33.92050652817256,False,False
FCAR,33.918404248985276,False,False
MAP4K3,33.913502864629024,False,False
PRDM4,33.89449308348247,False,False
FBXW2,33.88027486694506,False,False
IAH1,33.83125923196594,False,False
RSBN1,33.83109758688049,False,False
SOLH,33.82457087178768,False,False
SLC39A9,33.806600446830664,False,False
GNPNAT1,33.80389773660386,False,False
KPNA4,33.795635868103076,False,False
CMC1,33.79069211262004,False,False
PROS1,33.78250334011767,False,False
LSG1,33.771073481419094,False,False
STK16,33.7123455574271,False,False
NR4A3,33.69054770268215,False,False
AHCTF1,33.68828738229755,False,False
PCGF6,33.684700415248386,False,False
ABCB7,33.683063693839124,False,False
GLA,33.664496658712615,False,False
PARP9,33.641156196558704,False,False
ACN9,33.636755790083164,False,False
LRRC14,33.61167591442374,False,False
SLC25A42,33.601101089588376,True,False
GSTZ1,33.56935146448164,False,False
TUSC1,33.54638856487818,False,False
C12orf52,33.518584913616635,False,False
ZSWIM7,33.47387951304815,False,False
HDHD3,33.47270138201682,False,False
RINL,33.44452335625972,False,False
FAS,33.414983729281445,False,False
MYO9A,33.4065310711069,True,False
MEGF11,33.40078213437671,False,False
ZNF282,33.397201071457815,True,False
BACH1,33.383473282567756,True,False
MESDC1,33.36738923863331,False,False
ZNF561,33.35770041524839,False,False
ERI2,33.34201553613831,False,False
ATXN7L2,33.3367135096092,False,False
FAM90A1,33.33132965165924,False,False
SEMA5A,33.3270278181329,False,False
DHX29,33.32183427319835,False,False
UNC5B,33.32051839140962,True,False
ZNF850,33.31474180440046,False,False
TTBK2,33.30425184697804,False,False
BDNF,33.29764910458411,False,False
LRRC3,33.28565610181188,False,False
RAPGEFL1,33.28088030611409,False,False
LRRC37B,33.27446567007053,False,False
ZBTB46,33.272221317448626,False,False
ARMCX5-GPRASP2,33.2665725263478,False,False
GNG8,33.26307927676597,True,False
ASB13,33.25965335766338,False,False
SWSAP1,33.25068713665767,False,False
RNF31,33.24630973552772,False,False
ANKS4B,33.237948539612354,False,False
ZNF217,33.237072459674124,False,False
MED11,33.23310155922846,False,False
IKBKB,33.21178245195401,True,False
STAM,33.18557899252553,False,False
PAWR,33.164697886912066,False,False
FAXC,33.157891362248655,False,False
RAD54B,33.15458419307296,False,False
WRN,33.15053481185154,False,False
FAM172A,33.15041529108327,False,False
COIL,33.14812264916775,False,False
FMOD,33.146922450901265,False,False
N4BP2,33.13091721701699,False,False
SLC9A1,33.119941891544144,False,False
SFXN2,33.104538693546694,False,False
C17orf108,33.10109870103285,False,False
ZNF23,33.09637916096431,False,False
BTN2A2,33.095243307482654,False,False
TTC31,33.094579481465885,False,False
KAT2B,33.087738375384546,False,False
VAMP7,33.0876466534489,False,False
