gene,variance_2d_tpm,present_in_v3_candidate_features,selected_top_250
TRAM2,125.03348026575897,False,False
CACNG5,125.00606651518876,False,False
USP9X,124.99531282357205,False,False
SUCLG2,124.87111788375384,False,False
AMN1,124.8099501029348,True,False
USP32,124.76833818823033,False,False
MEN1,124.71057662911886,True,False
PDE9A,124.6812785556374,False,False
TDP2,124.67601438572483,False,False
GTF2H4,124.37332296031164,False,False
CCL5,124.31008926846101,False,False
ARHGAP5,124.29677679346364,False,False
EPCAM,124.2566295188967,False,False
DLG3,124.1528966166029,False,False
TCOF1,124.14760443146062,False,False
RSU1,124.13668845667965,False,False
PPM1B,124.10148689335722,False,False
EID2,123.93103099273608,False,False
MED25,123.79240200313482,False,False
TOMM34,123.74324213075062,False,False
HECW1,123.73955143172965,True,False
TRAPPC2,123.69009921044322,False,False
C3orf37,123.65599632066534,False,False
ORC1,123.46632082265971,False,False
RFXANK,123.206555811138,False,False
EP400,123.15688288884209,False,False
DENND2A,123.14973579441111,False,False
GPR137C,123.14735508767004,False,False
RNF34,123.14257408148227,False,False
WDR89,123.02939768396676,False,False
IFNAR1,123.00539071071809,False,False
PPP2R3A,122.95274806061457,False,False
SLC18A3,122.90433085587956,False,False
LRRC42,122.85747771870723,False,False
CHAMP1,122.85135182241406,True,False
SALL1,122.83368761916458,True,False
ZNRD1,122.83011563088515,False,False
TCEAL1,122.76394317062615,False,False
CSGALNACT1,122.733914000889,True,False
DEXI,122.71517663438257,False,False
CIB2,122.64600840556318,False,False
DDX50,122.48972420547192,False,False
JAZF1,122.46376341135323,False,False
RNF40,122.39931647132448,False,False
OSBPL1A,122.35664257758125,False,False
CHURC1,122.32008484869752,False,False
PISD,122.26560956182523,False,False
POM121C,122.2204114234247,False,False
PIGQ,122.20069585161009,True,False
TMEM175,121.92782451310666,True,False
AP1G1,121.92551156729948,False,False
C14orf129,121.90462230176276,False,False
RAP1GDS1,121.87128556280778,False,False
NR2C2,121.85310077844451,False,False
PLP1,121.83114079376777,True,False
SLC52A2,121.78211872419318,False,False
ATP8A2,121.76317657589686,False,False
WDR26,121.74730057666889,False,False
SPCS3,121.70917281819138,False,False
SEC24C,121.67729651132868,False,False
MLLT10,121.66501391725446,True,False
VAPA,121.65812457919549,False,False
MMRN1,121.64230091354646,False,False
NDE1,121.64013938309296,False,False
LMAN1,121.61363736826098,False,False
KIF13A,121.43482118585581,False,False
FBXO7,121.3264600273713,False,False
LEPREL2,121.29162407738824,False,False
RNF114,121.28594928179575,False,False
CDH20,121.25146956287797,False,False
GNAI1,121.23951318852278,True,False
FSD1L,121.17038656993134,False,False
POU4F2,121.16201414885776,False,False
SUCLG1,121.13704354610428,False,False
RAB11A,121.08112063316607,False,False
FBXL5,120.93985742183386,False,False
KIAA1524,120.92673869822553,False,False
CSF1,120.89929157747599,False,False
SETDB1,120.82855848451884,False,False
PHACTR4,120.82265112643435,False,False
TOMM40L,120.77797703442467,False,False
DCAF8,120.75548062427623,False,False
BZRAP1,120.6956435864594,False,False
ZC3H18,120.686839628148,False,False
TAOK3,120.59767571615726,False,False
NTS,120.55879642067586,True,False
ZNF513,120.55229607093143,False,False
MSH5,120.46393097811466,False,False
PRKAR2A,120.45056792937268,False,False
MRPS28,120.08421595021699,False,False
CALCOCO1,119.96831046367453,False,False
FAM199X,119.96725244762604,False,False
LIMK2,119.95496581219074,False,False
SHOC2,119.95099653589267,False,False
BCL2L12,119.93979065691126,False,False
LMO2,119.82008628803032,False,False
HIST1H2BD,119.8138408516686,True,False
C14orf118,119.76457866208139,False,False
TSTA3,119.70909117041559,False,False
DSCC1,119.6820963943573,False,False
SEC24D,119.4693848247184,False,False
VAV2,119.40959340749318,False,False
FAAH,119.38046544840978,False,False
MAP3K7,119.36352245967413,False,False
PARP4,119.27259898936728,False,False
AXL,119.18450335824825,False,False
MYO18A,119.14630392672912,True,False
UBQLN4,119.1193068720684,False,False
EIF3J,119.10333884093062,False,False
ACAA1,119.07939924202549,False,False
PDCD4,119.03935920740197,False,False
DUSP23,118.97779343088746,True,False
NFKBIL1,118.93007826086958,False,False
SPPL2B,118.91082431834931,False,False
TWSG1,118.88314766759075,False,False
ATF5,118.87982832403411,True,False
INHBA,118.83700517715317,True,False
STK32B,118.7709697400896,False,False
C17orf58,118.69285459814483,False,False
KIAA1958,118.50762951889672,False,False
DNALI1,118.49668032015065,False,False
PRPF40A,118.46418061374881,True,False
TMEM198,118.39710052110749,False,False
NUP133,118.37466703863565,False,False
DIP2C,118.30768794609958,False,False
NAT9,118.29838974628908,False,False
ARRDC2,118.26909968359243,False,False
ERAL1,118.21876709595159,False,False
PI4KB,118.16315174696751,False,False
GNG7,118.10219464271091,False,False
USP46,118.0967038243792,False,False
VAMP3,117.98805191891547,True,False
C7orf26,117.93070945304183,False,False
SNAPC3,117.91773029266238,False,False
TRIL,117.90844663648807,False,False
OVCA2,117.87397261056721,False,False
SFT2D1,117.73928225193295,False,False
IL32,117.69992260764293,False,False
IMPA2,117.63693194663766,False,False
BLM,117.63538669099671,False,False
NPPC,117.62874466785978,False,False
TES,117.49158808763497,False,False
TMEM151A,117.40349294779566,True,False
ZDHHC9,117.37119877881882,False,False
C1orf96,117.32493753319062,False,False
KIAA1109,117.30313738054298,False,False
NPLOC4,117.28794470996947,True,False
IL6R,117.26669362155086,False,False
CCPG1,117.26512007872174,False,False
FAM133B,117.1969294569019,False,False
BBS2,117.19131327508158,False,False
PPP1R35,117.16133740393727,False,False
PHF20L1,117.11788885145806,False,False
UBP1,117.09595745107673,False,False
XRCC3,116.93187099694705,False,False
ASAP1,116.91780952673382,False,False
FBLIM1,116.91604889228105,False,False
LANCL1,116.90479684177282,False,False
HAUS8,116.86941568352225,False,False
SYMPK,116.8614955235054,False,False
ZNF25,116.7266007187891,False,False
TIAM2,116.63348673661554,False,False
ZNHIT3,116.56048582482367,False,False
PSMB8,116.54102887613901,True,False
ARHGAP19,116.50951647132445,False,False
COG4,116.50677991133568,False,False
CEP78,116.50084490999053,False,False
PHKB,116.48728743142551,False,False
ASXL3,116.4201861038004,False,False
C7orf49,116.29807434232843,False,False
DPY19L3,116.28221581219074,False,False
SALL3,116.27861256038649,False,False
NEDD9,116.15082841293238,False,False
SGIP1,116.14443861225158,False,False
EIF4E2,116.13408410300498,False,False
PHTF1,116.06629363617223,False,False
ACVR2A,116.06091967867962,True,False
TMEM48,115.96734184651015,False,False
ORAI2,115.95891867681975,False,False
FAM65B,115.89966281830837,True,False
MED12,115.81638902106654,False,False
ZCCHC9,115.79077021031455,False,False
KRAS,115.78041935466891,False,False
SURF1,115.70095463849997,False,False
DLST,115.69415738264847,False,False
ANKRD17,115.54399490063282,False,False
PDGFC,115.54354282497573,False,False
VPS45,115.51452675018422,False,False
PIR,115.44658986852416,False,False
KHNYN,115.44322380893894,False,False
NUDT10,115.40504490999055,False,False
SYTL2,115.27001678071375,False,False
ARRDC4,115.2563672573721,False,False
EPC2,115.2476550636909,False,False
SKIV2L2,115.2111762501316,False,False
CRTAC1,115.19082240528243,True,False
RAE1,115.15480665099251,False,False
TMEM8A,115.10217779005977,False,False
ASXL1,115.08557826028472,False,False
MRPS2,115.04593702787427,False,False
LGMN,114.98524382040216,False,False
PRDM7,114.85994945725285,False,False
GPN1,114.84017449322151,False,False
FAM124A,114.81940797569334,False,False
DUS1L,114.64227248950182,False,False
TMEM45A,114.63262988209286,False,False
ABI1,114.50733997789241,False,False
GYG2,114.38868504579429,False,False
TAP1,114.32865661648596,False,False
MRPL16,114.32786104326772,False,False
PRKAG1,114.30167680399104,False,False
PRDM8,114.29978739340983,False,False
EFNA2,114.17596197786902,False,False
SARM1,114.14581691698541,False,False
TAB2,114.14271697137711,False,False
SRGAP1,114.09069032120338,False,False
RAB8B,114.08923333976675,False,False
CREBZF,114.05548976149537,False,False
FAM21C,114.0348725807395,False,False
DDX58,113.97320460691769,False,False
CC2D1A,113.87346523318243,False,False
DCAF13,113.86167145079598,False,False
AADAT,113.84159956954534,False,False
ZFHX3,113.772663665766,True,False
IER3IP1,113.70380324010713,False,False
NSMCE1,113.69064091249372,True,False
DDX52,113.6903458288007,False,False
IGF1R,113.6216899088793,True,False
RTF1,113.5450751336398,True,False
C16orf79,113.43766184978536,True,False
DAP3,113.32359952568103,False,False
SLBP,113.28978132434993,True,False
SENP3,113.26191962253336,False,False
CCL16,113.24699904317416,False,False
CHN1,113.2225582301061,False,False
NTAN1,113.21041969154648,True,False
PCBD2,113.14995080476312,False,False
UBN1,113.11024576914528,False,False
LZIC,113.09261497993941,False,False
C2orf15,113.05558286661754,True,False
DR1,113.03313530371618,False,False
SUGP1,112.99177630920214,False,False
TNRC6A,112.98402583722265,False,False
GTF2F1,112.97091605432152,False,False
PGP,112.96788463814904,False,False
CKMT1A,112.82475410043162,False,False
MAPK3,112.78612160344366,False,False
MDM4,112.6835835193178,False,False
ATG9A,112.67060859037794,False,False
UBE4B,112.44849026505716,True,False
RGS20,112.33750641412547,False,False
ARID1B,112.32341822238598,False,False
SIAH1,112.26332419845365,False,False
C22orf32,112.21764995204174,False,False
TGIF1,112.20746818554,False,False
LRCH4,112.19189456200068,False,False
UCK1,112.15887990607197,True,False
TRIM59,112.08281751353944,False,False
TBC1D7,112.07012856090114,True,False
GTF2A1,111.99817141921372,False,False
SMOC2,111.98710539822905,False,False
HIVEP2,111.9646964551824,True,False
FKBP7,111.92490899685346,False,False
GPX8,111.87966886806798,False,False
RTN4RL2,111.77488034997836,False,False
TYRO3,111.73188698284031,False,False
GINS4,111.6846335783884,False,False
FAM18B2,111.65904942040683,False,False
TRIOBP,111.6437314483396,False,False
APEH,111.49206958393282,False,False
SDCCAG3,111.45621406990209,False,False
SEC16A,111.45164120199787,False,False
CSRNP1,111.40478941233579,False,False
RIF1,111.40242458796833,False,False
KIAA0408,111.39111137780586,False,False
STIM1,111.29206090933549,False,False
ASIC2,111.21770656852769,False,False
CUX2,111.17070989694824,False,False
REEP4,111.01990233825782,False,False
COMMD1,110.97013003064652,False,False
CHST10,110.96120128434572,False,False
SKA1,110.95519514802724,False,False
C12orf34,110.94167457919546,False,False
ELP2,110.87898288767238,False,False
HDAC7,110.85628286252354,False,False
LRWD1,110.81117210759027,False,False
UPF1,110.79738101846979,False,False
CD3EAP,110.62520916880136,False,False
AARSD1,110.61802860418055,False,False
FTSJ2,110.57837127884807,False,False
RNF20,110.55073824203716,False,False
WIBG,110.43400211016363,False,False
SENP6,110.34938302979262,False,False
MLL2,110.27655188967259,False,False
IWS1,110.12302571264811,False,False
ZBTB47,110.11932723737003,False,False
NF1,110.11204347592144,False,False
CTNNBL1,110.040585709022,True,False
LIME1,109.96734101425882,False,False
MRPL38,109.91126533787182,False,False
DLG1,109.86031972312874,False,False
RNF126,109.83651492203859,False,False
PCYT1A,109.81517484939934,False,False
C2CD4C,109.71671167257372,True,False
ARRB2,109.66800749845014,False,False
ETV4,109.44532143500486,True,False
PPP1R8,109.4385343539086,False,False
DDX3Y,109.3956921389386,False,False
GNA13,109.37439482518629,False,False
PHIP,109.367303252974,False,False
TFRC,109.32988037161806,False,False
C1orf31,109.32475633224551,False,False
RBPMS,109.25377886385704,False,False
NBL1,109.06969079376776,True,False
S100A4,109.02387649752606,False,False
C20orf11,108.93482935045795,False,False
FAM189B,108.92952283924623,False,False
FAM117B,108.80586702927793,False,False
HBP1,108.79455458235368,False,False
COL9A1,108.7758314185119,True,False
DHRS2,108.77450794820506,False,False
SHARPIN,108.71751927161924,False,False
GFRA2,108.65378760395832,False,False
FAM92A1,108.6229062684961,False,False
TRIM27,108.54964896246389,False,False
CHD1,108.49604113181503,False,False
DERL2,108.46099216759659,False,False
GNAI3,108.45079561123394,False,False
DYRK1B,108.38862852931888,False,False
DAPK1,108.34272019978711,False,False
RGL1,108.33941582915159,False,False
TARBP2,108.30065241078007,False,False
MBTPS1,108.23508397141221,False,False
TEX2,108.20015077902937,False,False
TOPBP1,108.16046093272978,False,False
TUSC2,108.0956135856406,False,False
PIAS1,108.07079495853364,False,False
MED18,108.06799406253288,False,False
SMOX,107.9462077107532,True,False
ING3,107.85671109707457,False,False
ZFP42,107.85404065691128,False,False
UAP1,107.81322929021769,True,False
GLIS3,107.71027818132903,False,False
NDUFV3,107.66616313296137,False,False
PPP1R26,107.65216795744581,False,False
ZBTB17,107.62039685171537,False,False
KPNA1,107.58577292112619,False,False
STOX2,107.54727267197717,False,False
SART1,107.53337738299939,False,False
ZNF621,107.42232916213402,False,False
BRD4,107.36764351101284,False,False
LOC644100,107.30114086161116,False,False
MYO10,107.1887557122972,False,False
PNMA3,107.1423807348142,False,False
SEC62,107.1281932934461,False,False
RABL2B,107.08015001169714,False,False
UNC50,107.02594521996467,False,False
FOXN3,106.98745179492579,True,False
MECP2,106.9307101197787,True,False
ERLIN2,106.86865778619969,False,False
SIAH2,106.80480229965728,False,False
KCTD3,106.63102791638886,False,False
GGA1,106.62390576376461,False,False
HAGH,106.60870914599197,False,False
MAPKAPK3,106.56499296768081,False,False
CBWD3,106.51937410019767,False,False
SEMA4B,106.51073074124761,False,False
BBOX1,106.48913194663767,False,False
WRNIP1,106.47906481676434,False,False
GAB1,106.41785362962182,False,False
KIAA1467,106.20437894105812,False,False
SEL1L,106.15168260343195,False,False
RSPH9,106.10106198839645,False,False
FAM107B,106.05537188242036,False,False
STAG1,106.0013936624908,False,False
ZFAND2B,105.90895284708331,False,False
PPP1R37,105.86996612742863,False,False
ISOC2,105.84114231439565,False,False
NIPBL,105.78100422793044,False,False
BSN,105.56892988735657,False,False
AMOTL1,105.5375381876455,False,False
CHST2,105.51846336397985,False,False
CRYL1,105.5137446310138,False,False
NSFL1C,105.49433727351415,False,False
SNRNP27,105.43680123287831,False,False
ABHD3,105.424403261162,False,False
AVL9,105.27611302768712,False,False
C5orf49,105.27244114643648,False,False
FOXG1,105.23792431951901,True,False
PLCXD1,105.09268799347302,False,False
ZNF629,105.08949415727972,False,False
TATDN1,105.0237599934496,False,False
SCAMP2,105.0132624486788,False,False
SLC41A1,104.98749102537111,False,False
LRRC23,104.98515021054848,False,False
CHRNB4,104.95159502169818,False,False
FNTA,104.90576170591056,False,False
ZNF585B,104.8744981413248,False,False
CELSR1,104.7876505579535,False,False
RABEPK,104.7860251184335,False,False
NKIRAS1,104.76707905861434,False,False
STAT2,104.71515448936147,False,False
SEPT8,104.7103193154835,False,False
SLC11A2,104.62327203331346,False,False
STK40,104.6145703857716,False,False
AZI1,104.6112061369033,False,False
ST6GALNAC5,104.58107017580798,False,False
NDUFAF2,104.4925578271397,False,False
GNB4,104.48990738440303,False,False
TPP2,104.46499330046439,False,False
SSTR1,104.46214083587748,True,False
PDGFD,104.433957135254,False,False
HDHD2,104.41373735071528,False,False
EDC4,104.39979554631482,False,False
KLHL36,104.39718292451838,False,False
C4orf46,104.37331437519738,False,False
PARP2,104.34348283503526,False,False
CCBP2,104.3332683469605,False,False
ZDHHC16,104.30439773075531,False,False
EEF1E1,104.29180206103567,False,False
RENBP,104.23884718683837,False,False
ASF1A,104.18775102232983,False,False
RASSF1,104.17020166333299,False,False
YEATS2,104.16187430548244,False,False
FAM21B,104.13695570352434,False,False
PDE1C,104.12157656186031,False,False
ACD,104.03408828297715,False,False
LRSAM1,104.01939989238633,False,False
PLOD3,104.00909177574249,False,False
THAP3,104.0055008503819,True,False
NUP214,103.99205539822906,False,False
PHF8,103.94264932039628,False,False
UNC45A,103.92686824344084,False,False
DFNA5,103.90162746078536,False,False
SPG20,103.88781669649437,False,False
WDHD1,103.85033663485045,False,False
RRP1,103.8041535138202,False,False
C2orf43,103.76500572282464,False,False
NAV2,103.76207293925675,True,False
TMBIM1,103.71621336982841,True,False
RANBP9,103.69437065422092,False,False
SETX,103.62307288077108,False,False
EXOC5,103.51532988735656,False,False
TP53I13,103.50149769741844,False,False
NFKBIA,103.49751901896104,False,False
NUDT4,103.49294172485993,False,False
ATHL1,103.48937502895042,False,False
FBXO3,103.47892766080639,False,False
SARS2,103.34229559895195,False,False
HIRA,103.30966775450045,False,False
RNF2,103.26016203810927,False,False
ALG8,103.25511205682469,False,False
CHRNB2,103.1829730948287,True,False
SDHC,103.13939523751037,False,False
EIF2B4,103.13563994104642,False,False
PKP4,103.09213395620594,False,False
MMRN2,103.07978932811638,False,False
TTC4,102.9563329362155,False,False
C15orf38,102.95128745774409,False,False
SPOP,102.90485640184347,False,False
USP47,102.83299000187155,False,False
ANAPC2,102.78858951994947,False,False
MAGEE1,102.78147495116445,False,False
REC8,102.74651215508065,False,False
PSD3,102.71523960007485,False,False
PDIK1L,102.69697505292955,False,False
FUT8,102.61726472786609,False,False
DCAF5,102.54449505854419,False,False
SOX8,102.48835069422512,True,False
EPB41L2,102.48226783638043,False,False
FAM53B,102.46526394883674,False,False
USP19,102.46313390649307,False,False
KRI1,102.45463375618486,False,False
FAM8A1,102.4077290241078,False,False
OMG,102.38259539425202,True,False
LOC100293534,102.35974385666327,False,False
C4B,102.35974385666327,False,False
ARHGEF3,102.34025172766724,False,False
NSUN5,102.32168103075176,False,False
CLINT1,102.27004561006423,False,False
MYC,102.19588155068955,False,False
ADAM17,102.07513412230527,False,False
CHMP4A,101.85218440830029,True,False
KIAA1715,101.81060673755132,False,False
KIAA0232,101.78685062755144,False,False
HCN4,101.74486702927793,False,False
SYNJ2,101.61621153805665,False,False
ST5,101.5490898790516,False,False
COQ9,101.54423693312746,False,False
TMEM56,101.48604120024325,False,False
SNRK,101.43886788550842,False,False
RFX5,101.40325083166647,False,False
C1orf201,101.38592608169282,False,False
ARAP3,101.36070135803767,False,False
ZADH2,101.31625346118305,False,False
PRR12,101.25024811325169,True,False
TOR2A,101.2353268022365,False,False
JARID2,101.22106632569512,False,False
DHX38,101.20518881987577,False,False
PRKAB2,101.18016824694996,False,False
NMU,101.13819694295306,False,False
SMAD5,101.04446815454259,False,False
ANKMY2,101.03620229263898,False,False
RASA1,101.03072891883356,False,False
FAM55C,101.01207611853876,False,False
GINS3,100.97438902106654,True,False
CAMLG,100.89845991975764,False,False
ARHGEF6,100.85056818612486,False,False
CPN2,100.76765392614426,False,False
MBD1,100.710223387842,False,False
RASGRP2,100.70758713841222,True,False
ZBED1,100.67195943257185,False,False
ABHD6,100.66991916108128,True,False
LRRC37A2,100.61169666807031,False,False
ARFRP1,100.6102004000421,False,False
PDZD11,100.57555022633962,False,False
TSR2,100.44445312664492,False,False
RGS5,100.4290783146764,False,False
PDLIM2,100.37143071902305,False,False
KBTBD6,100.35198168520664,False,False
ST3GAL2,100.34689550478997,False,False
TMEM74B,100.3411011895989,False,False
HMGCLL1,100.34068712963939,False,False
GALC,100.28246154098092,False,False
NECAB3,100.26618286135384,False,False
AGT,100.26451113275083,True,False
RNF144A,100.25751201179072,False,False
GBF1,100.10315031523787,False,False
USP14,100.06224310921617,False,False
FBXL15,100.05699080897405,True,False
ZNF462,100.0434946795569,False,False
MAGI3,99.99626231123744,False,False
RB1CC1,99.94408242739001,False,False
MAPKAP1,99.91755886409096,False,False
CDKL2,99.85258433519319,False,False
SMAD1,99.84812157595537,True,False
DHX36,99.83967390251607,False,False
RYK,99.74246351838205,False,False
DDX47,99.70069165643166,False,False
FAM110A,99.64714757342878,False,False
RBM22,99.63694433624593,False,False
HOMER1,99.63055283304675,False,False
SIAE,99.57087653963575,False,False
WWC1,99.52433023417672,False,False
RALA,99.48695823887894,True,False
RUFY2,99.46684303201506,False,False
C1orf54,99.4114329414792,True,False
IMP3,99.38282853399774,True,False
ZER1,99.34647641798551,False,False
PLDN,99.33034237288135,False,False
C16orf57,99.32130560877755,False,False
GYS1,99.31835252424231,False,False
MRPS5,99.31510953258237,False,False
CCDC94,99.17252143500485,False,False
RABGGTB,99.10117189704181,False,False
WAPAL,98.9925189698331,False,False
SPATA20,98.9804810453732,False,False
PLA2G15,98.92102145079599,False,False
TOX2,98.90889462341065,False,False
COMMD9,98.89377037875332,True,False
CAPRIN2,98.89079700611761,False,False
ARIH1,98.88798084476727,False,False
MTMR9,98.88222287082851,False,False
TSKU,98.86692176018526,False,False
HRSP12,98.8527585880385,False,False
GDE1,98.79439821033793,False,False
ZFYVE9,98.76981845398932,False,False
C2CD2L,98.69950603747763,False,False
MRPL34,98.68105855821081,False,False
CPQ,98.61022263396146,False,False
SERPINA3,98.56304013521893,False,False
OSBPL8,98.51492545648081,False,False
CEMP1,98.49836451848732,False,False
ABCD3,98.49162594483631,False,False
TMEM170A,98.47994114760617,False,False
C20orf194,98.44454715701069,False,False
JMJD1C,98.39773761974944,False,False
MED13,98.36468756711233,True,False
JOSD1,98.31953822800062,False,False
DNTTIP1,98.31629488308711,False,False
HIF3A,98.30329078441004,True,False
ZNF598,98.28795003684597,False,False
ATAD3C,98.28328994631016,False,False
KIT,98.2142667696015,False,False
SMG9,98.20705747564071,False,False
TNPO3,98.20255289621129,False,False
CHEK2,98.16089830800902,False,False
STK24,98.09307938847365,False,False
MAP2K3,98.06711373828823,False,False
NBPF15,98.04403856136904,False,False
BTN3A2,97.95602341825455,False,False
TIMM50,97.92168535927759,False,False
PTCHD2,97.90992206021687,False,False
FAM167A,97.90368156414127,False,False
LRCH3,97.8798801376753,True,False
BOLA3,97.84358419307297,False,False
EBPL,97.8090114801558,False,False
DDHD2,97.67481898913336,False,False
TRIM16,97.6562543612778,False,False
FAM98C,97.64269306535192,True,False
OPN3,97.64077673731737,False,False
MAP1LC3C,97.6311236972313,False,False
EPHB6,97.62738236130119,False,False
DYRK1A,97.57908390649308,False,False
CAP2,97.5306297481606,False,False
RNF24,97.5023447760583,False,False
NCAPD3,97.37469921044321,False,False
SIRT6,97.3474182802868,False,False
KDM5C,97.32972093670679,False,False
KCNJ10,97.31320031348329,True,False
MFSD1,97.30531981202698,False,False
ATMIN,97.25775213121851,False,False
ZNF697,97.25074274777462,False,False
WNT5A,97.15374997134201,False,False
TMX3,97.1433504842615,False,False
C19orf26,97.13971905405246,False,False
LEMD2,97.10876618883859,False,False
DNAH12,97.08566366985994,False,False
SPATA2L,97.00493495748091,False,False
TGFB1I1,96.98418166415178,True,False
RPF1,96.88972789884316,False,False
SENP7,96.88255858511421,False,False
IDH3A,96.71687067176661,True,False
IL12RB1,96.66864718157463,False,False
PPPDE2,96.56553017803043,False,False
CP,96.54192166017474,False,False
SUZ12,96.46770238972523,False,False
HIST3H2A,96.46512805558481,False,False
DEDD2,96.34986795569125,False,False
CYP46A1,96.3427921254869,False,False
TEAD3,96.33621013907897,False,False
EIF2S1,96.31893332397563,False,False
DARS2,96.24379309167045,False,False
ZSWIM4,96.23563436443604,False,False
PPP2R3C,96.140625312606,False,False
EIF2AK3,96.10173459428479,False,False
HEATR2,96.05340436829607,False,False
C17orf62,96.01309054110959,False,False
PPM1L,95.99749502579219,False,False
HOXA6,95.92473976208022,False,False
LTBP2,95.8693488630382,False,False
GPBP1,95.86770531927336,False,False
NADKD1,95.84829796820718,False,False
SGCG,95.80561595957471,False,False
C6orf226,95.7836799411634,False,False
PRPF39,95.7628914581652,False,False
MTIF3,95.70009877998854,False,False
TELO2,95.69094860979517,False,False
ITGA3,95.67126082336155,True,False
RETSAT,95.6687984208864,False,False
MLL4,95.66764668854033,False,False
FXR1,95.6280417359722,False,False
NAGLU,95.61117150167854,False,False
ZNF512B,95.54373399831562,False,False
MAN1A1,95.51020905124514,False,False
CBL,95.50686198547216,False,False
COMMD10,95.49287017580798,False,False
SCUBE3,95.40053083073072,False,False
EYA3,95.38419945725285,False,False
ATP2B1,95.37908009790503,False,False
CHST8,95.36755652700285,False,False
COPS5,95.33419343381175,False,False
MPND,95.31148493291691,False,False
DCAF12,95.29775806868558,False,False
TATDN2,95.25432716894176,False,False
WHSC2,95.22389840801955,False,False
CASC5,95.17947071212174,False,False
SLC45A3,95.15191781883473,False,False
PVRL2,95.14245773005347,False,False
GAS2L1,95.05129649202841,False,False
FLAD1,95.03004926425004,False,False
RGP1,95.02677414991054,False,False
MAU2,94.9955121802295,False,False
BCL9L,94.98898634534629,False,False
GOLGA2,94.98110850732824,False,False
DNAJC11,94.95628720684049,False,False
KIAA0947,94.92431167257372,False,False
METTL11A,94.90055993554877,False,False
KAT5,94.79539694295306,False,False
VEPH1,94.7318546583851,False,False
IFIT1,94.70249444268987,False,False
TBL1XR1,94.68027570387528,True,False
RP9,94.59443291399096,False,False
KCND2,94.59353525224877,True,False
RBMS1,94.58278748932635,False,False
COBL,94.50561862944637,False,False
DOC2A,94.29425519645342,True,False
UBE2J2,94.29258277713444,False,False
TMCO3,94.26265060006315,True,False
ATP6V1C1,94.26069560070653,False,False
C7orf42,94.25885670538419,False,False
TM7SF3,94.21062906563263,True,False
MCC,94.20187068638805,False,False
ZC3H12C,94.17880777450257,False,False
RAP1A,94.13342258951235,False,False
GPBP1L1,94.01870228971471,False,False
NUBP1,93.99865377876034,False,False
ACSL1,93.97668432759002,True,False
SLC2A4RG,93.95703550315237,False,False
CLEC19A,93.9561203337193,False,False
EFHA1,93.87383843036109,False,False
KANK2,93.83172662911886,False,False
MTHFD1L,93.79828427319835,True,False
BTF3L4,93.75381117778478,False,False
RANGRF,93.68791875460575,False,False
PRPS1,93.60370353662958,False,False
WDR73,93.57306427109285,False,False
BTN3A1,93.55837045770899,False,False
PLA2G4B,93.53179528663836,True,False
ARHGEF11,93.4326510188207,False,False
NR2C1,93.42193393515106,False,False
CDCA2,93.40371385350505,False,False
GLB1L2,93.40130307517751,False,False
C22orf39,93.34419302850593,False,False
CRYZ,93.33428417318781,False,False
LRPPRC,93.30144013054006,False,False
OSMR,93.2980595431098,False,False
NDEL1,93.28400171713983,False,False
NAA40,93.28022294744476,False,False
LONRF1,93.2743616076546,False,False
SEC14L2,93.27063129276765,False,False
MASTL,93.26452052262812,False,False
MSX1,93.24368816191178,False,False
ZNF154,93.2177190862196,False,False
DPY19L1,93.19094003169924,True,False
SWI5,93.15109801324112,False,False
RNF215,93.14205634803663,False,False
KRTAP5-2,93.12695388578913,False,False
CAPN10,93.1210606636956,False,False
SIN3A,93.11017640219438,False,False
TENC1,93.07807776725036,True,False
PMEPA1,93.04738481945469,True,False
SDC4,93.04185310500523,False,False
SP3,93.01361529108328,False,False
BMP1,92.97941348504521,False,False
GALNT10,92.97860685978642,False,False
PGPEP1,92.92373133780164,True,False
NEURL4,92.8682008328362,False,False
THAP11,92.85714341451148,False,False
CCZ1B,92.83574332561321,False,False
UBE2O,92.77566519575161,False,False
TBCC,92.774355537425,False,False
LIN37,92.70575372612322,True,False
CHID1,92.63364088617514,False,False
MICA,92.54087674082652,False,False
HECTD1,92.53012681334877,False,False
ZNF740,92.34836579055107,False,False
SIL1,92.33676903299762,False,False
EXOSC6,92.31824969938357,False,False
WIPF2,92.30493518908423,False,False
XPO6,92.27606089529893,True,False
KAT8,92.25850470575848,False,False
IRF3,92.25675096618356,False,False
HNMT,92.21415505316351,True,False
BCL7B,92.20224866301716,False,False
WDR37,92.19959027266027,False,False
FAM22A,92.16426207495527,False,False
ZC3HAV1L,92.12987015475312,False,False
HMG20A,92.0767762080219,False,False
FZD2,92.06359490472683,False,False
PKN2,92.05648018212443,False,False
IFT80,91.97439124118328,False,False
ZNF710,91.93310251196031,True,False
UBE2D1,91.92226185680363,True,False
C3orf75,91.88740525259969,False,False
IPO4,91.87002947678702,False,False
IL6ST,91.82163099566037,True,False
RTKN2,91.80893471418044,False,False
CNOT2,91.79053023593127,False,False
OLIG1,91.7783861511738,True,False
TBC1D1,91.77227890421216,False,False
C14orf21,91.73005323835257,False,False
YIPF2,91.71002296148133,False,False
GRB10,91.6894896989157,False,False
MMS19,91.66823787533191,False,False
KDM4B,91.63324028260286,False,False
CENPI,91.61488059561825,False,False
SEC23B,91.60735146623622,False,False
FKBP14,91.53431399562527,False,False
